LogID,Timestamp,SourceIP,DeviceType,LoginAttempts,DataTransferred_MB,AccessHour
101401,2026-05-02 03:48:00,192.168.1.134,Workstation,2,1.21,3
101402,2026-05-03 14:36:00,192.168.1.127,Server,3,45.23,14
101403,2026-05-05 01:38:00,10.0.0.235,Gateway,11,2482.73,1
101404,2026-05-03 18:11:00,192.168.1.107,Gateway,3,41.19,18
101405,2026-05-02 09:48:00,192.168.1.145,Workstation,1,7.53,9
101406,2026-05-05 12:16:00,10.0.0.249,IoT_Device,1,4.43,12
101407,2026-05-04 07:25:00,192.168.1.40,Server,2,0.55,7
101408,2026-05-02 01:00:00,192.168.1.134,Gateway,2,1.66,1
101409,2026-05-03 23:53:00,10.0.0.91,Gateway,2,3.72,23
101410,2026-05-02 22:14:00,10.0.0.72,Gateway,2,1.37,22
101411,2026-05-02 13:01:00,192.168.1.207,IoT_Device,3,32.7,13
101412,2026-05-03 15:56:00,192.168.1.127,IoT_Device,3,25.15,15
101413,2026-05-04 09:27:00,192.168.1.203,IoT_Device,1,25.11,9
101414,2026-05-02 22:14:00,10.0.0.70,IoT_Device,1,4.36,22
101415,2026-05-03 14:52:00,192.168.1.166,IoT_Device,3,1.75,14
101416,2026-05-04 14:18:00,192.168.1.177,Gateway,3,20.84,14
101417,2026-05-02 07:42:00,10.0.0.216,Server,1,1.19,7
101418,2026-05-05 19:46:00,10.0.0.235,Gateway,2,0.75,19
101419,2026-05-02 06:03:00,192.168.1.90,IoT_Device,2,2.09,6
101420,2026-05-04 01:28:00,192.168.1.124,Workstation,1,0.65,1
101421,2026-05-03 23:44:00,192.168.1.186,Gateway,1,4.63,23
101422,2026-05-05 21:23:00,10.0.0.137,Server,2,4.09,21
101423,2026-05-04 04:17:00,192.168.1.205,Gateway,1,0.22,4
101424,2026-05-03 12:48:00,10.0.0.128,IoT_Device,2,16.61,12
101425,2026-05-03 20:24:00,10.0.0.216,IoT_Device,1,0.28,20
101426,2026-05-04 12:11:00,10.0.0.9,Workstation,1,24.45,12
101427,2026-05-05 21:06:00,10.0.0.220,Workstation,1,0.42,21
101428,2026-05-02 23:56:00,10.0.0.225,Workstation,2,3.35,23
101429,2026-05-02 01:21:00,10.0.0.87,Server,1,2.18,1
101430,2026-05-05 03:00:00,10.0.0.252,Gateway,1,4.84,3
101431,2026-05-03 08:44:00,10.0.0.106,Workstation,3,39.69,8
101432,2026-05-04 21:50:00,192.168.1.164,Server,1,3.84,21
101433,2026-05-04 11:54:00,10.0.0.100,Server,3,40.4,11
101434,2026-05-05 01:39:00,192.168.1.182,IoT_Device,2,4.97,1
101435,2026-05-04 22:14:00,10.0.0.174,Server,1,0.7,22
101436,2026-05-03 07:45:00,192.168.1.85,Gateway,2,1.82,7
101437,2026-05-02 04:11:00,10.0.0.43,Gateway,2,0.96,4
101438,2026-05-04 04:18:00,203.0.113.14,Server,1,2.92,4
101439,2026-05-05 06:01:00,192.168.1.134,Server,2,3.94,6
101440,2026-05-02 16:48:00,203.0.113.3,Workstation,2,6.83,16
101441,2026-05-05 02:51:00,192.168.1.209,Gateway,2,4.15,2
101442,2026-05-03 20:41:00,192.168.1.123,Workstation,1,4.56,20
101443,2026-05-04 18:56:00,192.168.1.118,Workstation,1,8.86,18
101444,2026-05-04 12:52:00,192.168.1.75,IoT_Device,3,34.81,12
101445,2026-05-05 06:15:00,192.168.1.128,Workstation,1,3.53,6
101446,2026-05-02 06:10:00,203.0.113.14,Gateway,1,0.11,6
101447,2026-05-05 02:59:00,192.168.1.227,Workstation,2,3.49,2
101448,2026-05-03 20:18:00,192.168.1.12,Gateway,1,3.93,20
101449,2026-05-03 04:29:00,192.168.1.191,Gateway,1,2.17,4
101450,2026-05-02 04:24:00,192.168.1.201,IoT_Device,2,4.86,4
101451,2026-05-02 19:28:00,10.0.0.116,Workstation,1,4.55,19
101452,2026-05-02 04:15:00,192.168.1.162,Workstation,2,0.32,4
101453,2026-05-05 18:37:00,192.168.1.86,Server,1,19.76,18
101454,2026-05-04 02:11:00,192.168.1.77,Server,1,3.85,2
101455,2026-05-06 00:11:00,192.168.1.31,Server,1,1.97,0
101456,2026-05-04 04:58:00,10.0.0.205,Server,2,0.71,4
101457,2026-05-03 00:53:00,192.168.1.119,IoT_Device,2,3.26,0
101458,2026-05-05 01:31:00,192.168.1.106,IoT_Device,1,4.48,1
101459,2026-05-02 18:54:00,10.0.0.54,Server,3,34.05,18
101460,2026-05-03 11:04:00,192.168.1.201,Workstation,3,48.11,11
101461,2026-05-05 04:24:00,192.168.1.182,Gateway,2,3.36,4
101462,2026-05-05 12:45:00,192.168.1.246,Gateway,3,22.02,12
101463,2026-05-03 08:45:00,192.168.1.8,Server,3,38.22,8
101464,2026-05-02 12:32:00,192.168.1.146,Workstation,3,43.05,12
101465,2026-05-03 12:21:00,192.168.1.124,Workstation,2,24.18,12
101466,2026-05-05 15:21:00,203.0.113.14,Server,2,22.41,15
101467,2026-05-05 01:08:00,192.168.1.120,Gateway,1,1.13,1
101468,2026-05-05 16:01:00,192.168.1.251,Server,1,49.12,16
101469,2026-05-03 14:20:00,192.168.1.35,IoT_Device,1,7.51,14
101470,2026-05-05 23:55:00,192.168.1.158,IoT_Device,1,3.21,23
101471,2026-05-04 01:10:00,192.168.1.230,Workstation,2,1.34,1
101472,2026-05-04 01:21:00,192.168.1.73,Gateway,1,3.62,1
101473,2026-05-05 19:19:00,192.168.1.187,Server,1,0.98,19
101474,2026-05-04 03:35:00,10.0.0.181,Server,2,0.38,3
101475,2026-05-05 07:21:00,192.168.1.229,Server,2,1.13,7
101476,2026-05-05 00:08:00,192.168.1.207,IoT_Device,2,1.29,0
101477,2026-05-02 08:23:00,10.0.0.72,Server,3,39.62,8
101478,2026-05-04 11:59:00,10.0.0.85,Server,2,43.29,11
101479,2026-05-05 09:43:00,10.0.0.128,Workstation,1,3.8,9
101480,2026-05-04 06:29:00,10.0.0.153,Server,1,1.43,6
101481,2026-05-03 08:23:00,10.0.0.176,IoT_Device,3,39.75,8
101482,2026-05-02 08:36:00,192.168.1.214,Workstation,2,5.67,8
101483,2026-05-04 18:03:00,192.168.1.187,Gateway,1,0.81,18
101484,2026-05-03 07:03:00,10.0.0.87,Gateway,1,4.3,7
101485,2026-05-04 12:24:00,203.0.113.20,IoT_Device,2,38.72,12
101486,2026-05-03 18:58:00,192.168.1.187,Server,3,28.3,18
101487,2026-05-04 21:09:00,192.168.1.161,Gateway,1,1.18,21
101488,2026-05-03 11:40:00,192.168.1.134,Gateway,2,9.14,11
101489,2026-05-02 05:01:00,10.0.0.225,IoT_Device,2,3.35,5
101490,2026-05-05 15:15:00,192.168.1.186,Workstation,1,28.76,15
101491,2026-05-03 11:53:00,192.168.1.118,Server,3,23.94,11
101492,2026-05-06 04:08:00,10.0.0.225,Gateway,1,1.64,4
101493,2026-05-03 04:12:00,192.168.1.189,IoT_Device,2,0.32,4
101494,2026-05-06 02:30:00,10.0.0.216,IoT_Device,1,4.02,2
101495,2026-05-05 23:23:00,192.168.1.189,Gateway,1,1.9,23
101496,2026-05-02 08:25:00,192.168.1.197,IoT_Device,2,48.88,8
101497,2026-05-04 16:34:00,192.168.1.230,Server,2,4.07,16
101498,2026-05-03 13:14:00,10.0.0.147,Workstation,3,38.44,13
101499,2026-05-05 09:02:00,10.0.0.156,IoT_Device,3,17.44,9
101500,2026-05-04 20:56:00,192.168.1.230,Gateway,1,2.89,20
101501,2026-05-06 00:21:00,192.168.1.177,IoT_Device,2,3.0,0
101502,2026-05-02 15:19:00,203.0.113.3,Gateway,1,29.75,15
101503,2026-05-04 13:55:00,192.168.1.10,Workstation,2,27.58,13
101504,2026-05-05 07:24:00,192.168.1.191,IoT_Device,1,0.39,7
101505,2026-05-02 04:34:00,10.0.0.228,Server,1,0.19,4
101506,2026-05-02 07:51:00,192.168.1.83,IoT_Device,1,3.37,7
101507,2026-05-05 07:19:00,10.0.0.147,IoT_Device,2,0.57,7
101508,2026-05-03 13:57:00,192.168.1.31,Gateway,3,33.25,13
101509,2026-05-03 15:39:00,10.0.0.181,Server,1,15.72,15
101510,2026-05-04 10:16:00,192.168.1.30,IoT_Device,1,28.79,10
101511,2026-05-04 14:08:00,192.168.1.235,Workstation,3,21.78,14
101512,2026-05-04 21:38:00,192.168.1.85,Server,2,2.37,21
101513,2026-05-06 00:55:00,192.168.1.157,IoT_Device,2,2.09,0
101514,2026-05-03 14:46:00,192.168.1.10,Workstation,3,47.77,14
101515,2026-05-05 06:19:00,10.0.0.225,IoT_Device,1,0.91,6
101516,2026-05-04 11:16:00,10.0.0.143,Gateway,2,44.71,11
101517,2026-05-04 06:49:00,192.168.1.88,IoT_Device,1,0.75,6
101518,2026-05-03 17:34:00,203.0.113.13,Server,3,19.78,17
101519,2026-05-04 19:05:00,192.168.1.204,Gateway,2,4.8,19
101520,2026-05-03 02:37:00,10.0.0.96,Gateway,2,3.28,2
101521,2026-05-02 12:51:00,192.168.1.31,Workstation,2,17.94,12
101522,2026-05-05 04:00:00,203.0.113.14,Server,1,4.71,4
101523,2026-05-04 04:03:00,192.168.1.230,Server,2,1.09,4
101524,2026-05-03 16:43:00,192.168.1.87,Workstation,3,5.04,16
101525,2026-05-04 10:31:00,192.168.1.50,Workstation,2,16.78,10
101526,2026-05-03 04:03:00,10.0.0.128,IoT_Device,2,0.99,4
101527,2026-05-03 03:56:00,10.0.0.193,Workstation,1,0.88,3
101528,2026-05-03 22:55:00,10.0.0.252,Server,2,4.23,22
101529,2026-05-06 07:02:00,10.0.0.205,Workstation,2,4.06,7
101530,2026-05-03 06:37:00,192.168.1.2,IoT_Device,2,2.86,6
101531,2026-05-05 23:03:00,192.168.1.119,IoT_Device,2,2.45,23
101532,2026-05-04 03:42:00,192.168.1.31,Workstation,1,0.79,3
101533,2026-05-02 14:05:00,192.168.1.166,Server,3,23.48,14
101534,2026-05-05 16:46:00,10.0.0.100,IoT_Device,2,15.8,16
101535,2026-05-03 23:50:00,192.168.1.10,Gateway,2,2.53,23
101536,2026-05-05 21:37:00,10.0.0.235,IoT_Device,2,3.01,21
101537,2026-05-03 23:13:00,10.0.0.220,Gateway,1,2.16,23
101538,2026-05-02 10:38:00,192.168.1.40,Gateway,1,19.59,10
101539,2026-05-04 23:36:00,192.168.1.83,Workstation,1,1.36,23
101540,2026-05-05 16:28:00,10.0.0.148,Server,2,2.13,16
101541,2026-05-03 10:30:00,10.0.0.143,Gateway,2,12.59,10
101542,2026-05-03 13:24:00,192.168.1.214,IoT_Device,2,35.1,13
101543,2026-05-02 08:23:00,203.0.113.13,Server,2,10.36,8
101544,2026-05-04 09:32:00,10.0.0.153,Gateway,3,37.09,9
101545,2026-05-05 21:33:00,10.0.0.39,Workstation,2,3.12,21
101546,2026-05-05 17:30:00,10.0.0.182,IoT_Device,2,22.35,17
101547,2026-05-05 03:11:00,192.168.1.18,IoT_Device,2,0.77,3
101548,2026-05-06 01:29:00,192.168.1.134,Gateway,1,1.67,1
101549,2026-05-04 19:40:00,10.0.0.30,Workstation,19,2874.26,19
101550,2026-05-05 11:50:00,192.168.1.79,Gateway,3,0.89,11
101551,2026-05-04 06:27:00,10.0.0.61,IoT_Device,1,0.89,6
101552,2026-05-02 14:25:00,10.0.0.147,IoT_Device,1,23.4,14
101553,2026-05-02 22:41:00,192.168.1.30,Server,2,1.57,22
101554,2026-05-02 16:17:00,10.0.0.8,Server,1,42.74,16
101555,2026-05-05 11:51:00,192.168.1.214,IoT_Device,3,14.85,11
101556,2026-05-02 04:39:00,10.0.0.79,Server,2,3.1,4
101557,2026-05-04 11:27:00,203.0.113.3,IoT_Device,2,46.17,11
101558,2026-05-03 16:17:00,10.0.0.228,Workstation,2,33.04,16
101559,2026-05-05 13:30:00,10.0.0.23,Server,1,15.28,13
101560,2026-05-04 11:22:00,192.168.1.75,Workstation,2,37.81,11
101561,2026-05-04 17:42:00,10.0.0.222,Server,2,37.39,17
101562,2026-05-02 11:00:00,192.168.1.83,Workstation,2,35.6,11
101563,2026-05-03 10:16:00,192.168.1.191,Workstation,1,39.69,10
101564,2026-05-06 10:17:00,10.0.0.216,IoT_Device,2,30.79,10
101565,2026-05-05 05:05:00,192.168.1.164,Server,1,3.79,5
101566,2026-05-04 08:58:00,192.168.1.158,Server,1,41.77,8
101567,2026-05-05 10:28:00,192.168.1.55,IoT_Device,2,14.15,10
101568,2026-05-05 16:11:00,192.168.1.10,IoT_Device,2,14.61,16
101569,2026-05-02 09:51:00,10.0.0.228,Workstation,3,44.11,9
101570,2026-05-06 07:56:00,10.0.0.54,IoT_Device,2,0.18,7
101571,2026-05-04 21:27:00,192.168.1.161,Workstation,1,0.82,21
101572,2026-05-04 01:21:00,192.168.1.251,IoT_Device,18,2502.02,1
101573,2026-05-05 01:32:00,192.168.1.197,IoT_Device,2,3.65,1
101574,2026-05-03 14:23:00,10.0.0.54,Server,1,49.42,14
101575,2026-05-05 22:26:00,192.168.1.214,Gateway,2,0.59,22
101576,2026-05-05 12:14:00,192.168.1.235,Server,1,5.63,12
101577,2026-05-04 21:32:00,192.168.1.52,IoT_Device,22,1016.36,21
101578,2026-05-02 21:26:00,192.168.1.45,Gateway,1,4.32,21
101579,2026-05-06 08:01:00,203.0.113.20,Gateway,1,24.21,8
101580,2026-05-03 23:54:00,192.168.1.146,Gateway,2,1.04,23
101581,2026-05-06 02:20:00,10.0.0.138,Gateway,2,1.92,2
101582,2026-05-02 08:12:00,192.168.1.158,Workstation,2,40.12,8
101583,2026-05-02 15:29:00,192.168.1.158,Workstation,1,43.03,15
101584,2026-05-02 18:33:00,192.168.1.55,Gateway,1,2.35,18
101585,2026-05-02 19:48:00,192.168.1.130,Workstation,17,1612.55,19
101586,2026-05-03 12:32:00,192.168.1.128,Gateway,2,42.49,12
101587,2026-05-05 05:29:00,192.168.1.246,Gateway,1,0.83,5
101588,2026-05-03 15:05:00,192.168.1.124,IoT_Device,3,11.56,15
101589,2026-05-06 06:09:00,10.0.0.216,IoT_Device,1,0.79,6
101590,2026-05-06 01:21:00,10.0.0.137,Workstation,2,0.62,1
101591,2026-05-05 20:14:00,10.0.0.106,Gateway,1,3.7,20
101592,2026-05-03 05:07:00,10.0.0.228,Workstation,2,4.34,5
101593,2026-05-04 21:59:00,10.0.0.85,Workstation,2,1.03,21
101594,2026-05-04 13:06:00,192.168.1.207,IoT_Device,3,17.2,13
101595,2026-05-02 15:53:00,192.168.1.83,Server,3,42.06,15
101596,2026-05-03 10:49:00,192.168.1.164,Gateway,1,27.99,10
101597,2026-05-04 11:24:00,192.168.1.87,IoT_Device,2,48.56,11
101598,2026-05-04 08:10:00,192.168.1.90,Workstation,1,46.17,8
101599,2026-05-02 20:37:00,192.168.1.128,Workstation,1,1.38,20
101600,2026-05-06 07:06:00,192.168.1.50,IoT_Device,2,1.03,7
101601,2026-05-02 19:08:00,192.168.1.173,Server,2,2.0,19
101602,2026-05-05 01:03:00,10.0.0.182,Server,1,4.68,1
101603,2026-05-05 07:43:00,192.168.1.203,Gateway,1,4.44,7
101604,2026-05-04 19:26:00,192.168.1.47,Workstation,1,1.03,19
101605,2026-05-05 20:54:00,10.0.0.137,Workstation,1,0.26,20
101606,2026-05-04 15:06:00,192.168.1.187,Server,1,10.15,15
101607,2026-05-05 19:11:00,192.168.1.182,IoT_Device,1,1.4,19
101608,2026-05-02 05:50:00,192.168.1.120,Gateway,1,0.19,5
101609,2026-05-02 07:41:00,192.168.1.40,Server,2,3.6,7
101610,2026-05-04 23:40:00,203.0.113.12,Server,2,3.93,23
101611,2026-05-04 16:47:00,192.168.1.10,IoT_Device,3,41.64,16
101612,2026-05-05 00:50:00,192.168.1.251,Workstation,18,3343.02,0
101613,2026-05-05 13:21:00,10.0.0.5,Server,1,28.67,13
101614,2026-05-03 23:43:00,192.168.1.191,Gateway,1,0.85,23
101615,2026-05-04 23:42:00,192.168.1.204,Workstation,1,3.27,23
101616,2026-05-04 08:35:00,10.0.0.81,Gateway,2,22.19,8
101617,2026-05-04 22:33:00,192.168.1.144,Server,2,1.39,22
101618,2026-05-03 10:12:00,192.168.1.146,Workstation,1,15.45,10
101619,2026-05-06 10:14:00,192.168.1.205,Gateway,2,3.39,10
101620,2026-05-04 07:09:00,10.0.0.225,Gateway,2,4.74,7
101621,2026-05-05 17:58:00,10.0.0.156,IoT_Device,1,8.52,17
101622,2026-05-05 05:06:00,192.168.1.107,Gateway,2,2.17,5
101623,2026-05-03 11:13:00,10.0.0.222,Gateway,2,9.47,11
101624,2026-05-02 10:58:00,10.0.0.96,IoT_Device,2,36.63,10
101625,2026-05-02 09:34:00,10.0.0.201,Gateway,1,10.35,9
101626,2026-05-04 02:45:00,192.168.1.214,Workstation,1,3.16,2
101627,2026-05-04 07:38:00,10.0.0.147,Server,1,0.18,7
101628,2026-05-03 01:16:00,192.168.1.204,Workstation,1,1.16,1
101629,2026-05-04 21:01:00,192.168.1.146,Server,1,0.21,21
101630,2026-05-03 13:08:00,203.0.113.20,Workstation,1,13.06,13
101631,2026-05-05 09:17:00,192.168.1.106,Gateway,2,22.33,9
101632,2026-05-05 11:04:00,192.168.1.40,Workstation,3,34.77,11
101633,2026-05-06 00:55:00,192.168.1.222,Gateway,2,3.94,0
101634,2026-05-06 13:29:00,10.0.0.116,Server,2,46.67,13
101635,2026-05-02 17:30:00,192.168.1.186,Workstation,1,22.16,17
101636,2026-05-03 19:40:00,192.168.1.146,IoT_Device,2,3.09,19
101637,2026-05-04 16:34:00,10.0.0.85,Gateway,2,37.67,16
101638,2026-05-03 14:08:00,192.168.1.176,Gateway,2,12.83,14
101639,2026-05-04 06:17:00,192.168.1.207,IoT_Device,1,1.46,6
101640,2026-05-03 08:34:00,192.168.1.54,Workstation,2,10.93,8
101641,2026-05-03 06:28:00,192.168.1.66,Workstation,1,4.56,6
101642,2026-05-02 13:57:00,192.168.1.30,Server,3,29.3,13
101643,2026-05-03 11:10:00,192.168.1.237,Workstation,2,40.9,11
101644,2026-05-03 21:30:00,10.0.0.204,Workstation,1,1.16,21
101645,2026-05-04 22:54:00,10.0.0.5,Server,1,0.33,22
101646,2026-05-03 06:40:00,192.168.1.45,Workstation,2,0.43,6
101647,2026-05-06 02:27:00,203.0.113.20,Workstation,1,0.55,2
101648,2026-05-02 21:00:00,192.168.1.182,Workstation,1,3.34,21
101649,2026-05-03 15:28:00,10.0.0.216,IoT_Device,1,14.99,15
101650,2026-05-04 19:02:00,10.0.0.79,Server,1,2.25,19
101651,2026-05-03 13:56:00,192.168.1.214,Gateway,3,20.97,13
101652,2026-05-05 15:34:00,192.168.1.205,Server,2,33.2,15
101653,2026-05-04 10:27:00,192.168.1.161,Server,3,23.4,10
101654,2026-05-04 12:19:00,10.0.0.81,Workstation,1,41.67,12
101655,2026-05-04 10:36:00,10.0.0.85,IoT_Device,2,32.29,10
101656,2026-05-03 13:39:00,10.0.0.252,IoT_Device,3,25.01,13
101657,2026-05-02 06:10:00,192.168.1.8,IoT_Device,2,0.62,6
101658,2026-05-06 12:06:00,192.168.1.173,Gateway,3,46.82,12
101659,2026-05-04 11:33:00,192.168.1.164,Gateway,1,46.32,11
101660,2026-05-06 14:38:00,192.168.1.238,Server,1,19.62,14
101661,2026-05-03 03:30:00,10.0.0.252,Workstation,1,2.73,3
101662,2026-05-03 18:48:00,192.168.1.15,IoT_Device,2,8.13,18
101663,2026-05-02 09:19:00,192.168.1.35,IoT_Device,3,23.72,9
101664,2026-05-04 10:38:00,192.168.1.187,IoT_Device,1,17.3,10
101665,2026-05-06 05:41:00,203.0.113.8,IoT_Device,1,0.98,5
101666,2026-05-05 04:25:00,192.168.1.127,Gateway,1,4.03,4
101667,2026-05-04 08:04:00,192.168.1.60,Gateway,3,39.21,8
101668,2026-05-04 15:28:00,192.168.1.158,Gateway,2,19.57,15
101669,2026-05-06 02:04:00,192.168.1.214,Server,2,3.59,2
101670,2026-05-04 03:48:00,10.0.0.9,Workstation,1,4.74,3
101671,2026-05-06 06:09:00,192.168.1.145,Workstation,1,2.31,6
101672,2026-05-05 12:57:00,192.168.1.124,Gateway,1,39.82,12
101673,2026-05-05 17:04:00,192.168.1.238,Workstation,1,6.93,17
101674,2026-05-03 20:44:00,192.168.1.106,IoT_Device,1,0.68,20
101675,2026-05-04 00:38:00,10.0.0.79,IoT_Device,1,1.25,0
101676,2026-05-04 19:39:00,192.168.1.146,IoT_Device,2,4.06,19
101677,2026-05-03 01:42:00,10.0.0.91,Gateway,1,3.38,1
101678,2026-05-04 17:51:00,192.168.1.186,Server,1,22.99,17
101679,2026-05-02 12:12:00,192.168.1.145,IoT_Device,1,43.22,12
101680,2026-05-04 12:28:00,10.0.0.174,Gateway,2,14.92,12
101681,2026-05-05 17:40:00,192.168.1.45,Workstation,1,40.0,17
101682,2026-05-03 11:23:00,192.168.1.166,Server,1,30.11,11
101683,2026-05-06 19:01:00,192.168.1.204,Gateway,2,3.5,19
101684,2026-05-05 08:27:00,192.168.1.146,IoT_Device,1,30.11,8
101685,2026-05-02 17:25:00,192.168.1.10,Gateway,3,44.34,17
101686,2026-05-06 17:41:00,192.168.1.2,IoT_Device,1,24.95,17
101687,2026-05-04 00:25:00,192.168.1.52,Workstation,1,4.54,0
101688,2026-05-05 21:35:00,10.0.0.204,Workstation,2,1.32,21
101689,2026-05-03 18:19:00,192.168.1.161,IoT_Device,3,22.99,18
101690,2026-05-06 13:57:00,10.0.0.5,Gateway,1,1.56,13
101691,2026-05-05 17:17:00,192.168.1.127,Workstation,2,7.91,17
101692,2026-05-03 02:39:00,192.168.1.237,Server,1,1.95,2
101693,2026-05-04 13:40:00,192.168.1.7,Workstation,2,34.41,13
101694,2026-05-04 12:42:00,10.0.0.216,IoT_Device,2,29.76,12
101695,2026-05-02 09:22:00,10.0.0.87,Gateway,3,19.43,9
101696,2026-05-02 19:45:00,10.0.0.54,Workstation,1,3.73,19
101697,2026-05-03 17:57:00,192.168.1.138,Server,1,34.77,17
101698,2026-05-04 09:55:00,10.0.0.85,Gateway,1,10.52,9
101699,2026-05-04 08:04:00,192.168.1.189,Gateway,2,15.07,8
101700,2026-05-05 01:02:00,192.168.1.52,Server,1,1.59,1
101701,2026-05-04 14:48:00,192.168.1.50,Gateway,3,25.21,14
101702,2026-05-03 17:34:00,10.0.0.100,Gateway,3,29.22,17
101703,2026-05-05 01:59:00,192.168.1.251,Server,2,2.38,1
101704,2026-05-02 22:51:00,192.168.1.209,Gateway,1,4.31,22
101705,2026-05-06 21:00:00,10.0.0.176,Server,2,3.85,21
101706,2026-05-05 16:31:00,203.0.113.12,Gateway,3,17.79,16
101707,2026-05-03 14:30:00,10.0.0.182,IoT_Device,3,38.42,14
101708,2026-05-03 18:46:00,192.168.1.229,IoT_Device,2,9.88,18
101709,2026-05-06 02:51:00,10.0.0.39,Server,2,1.36,2
101710,2026-05-04 17:11:00,192.168.1.128,Gateway,3,45.24,17
101711,2026-05-05 13:21:00,192.168.1.60,Gateway,2,21.64,13
101712,2026-05-03 14:44:00,192.168.1.79,Server,3,10.86,14
101713,2026-05-06 01:42:00,10.0.0.91,Server,2,2.13,1
101714,2026-05-03 22:39:00,192.168.1.90,IoT_Device,2,4.61,22
101715,2026-05-05 09:37:00,192.168.1.34,IoT_Device,2,16.29,9
101716,2026-05-06 20:42:00,10.0.0.143,IoT_Device,2,2.88,20
101717,2026-05-04 23:25:00,192.168.1.83,Workstation,10,4043.29,23
101718,2026-05-05 23:53:00,192.168.1.35,IoT_Device,1,0.79,23
101719,2026-05-05 15:46:00,192.168.1.40,Server,3,7.12,15
101720,2026-05-05 11:33:00,10.0.0.61,Server,3,18.76,11
101721,2026-05-02 07:44:00,192.168.1.120,Gateway,1,0.84,7
101722,2026-05-04 11:10:00,192.168.1.205,Server,2,6.29,11
101723,2026-05-06 19:48:00,192.168.1.164,Workstation,2,1.17,19
101724,2026-05-05 22:42:00,192.168.1.8,Workstation,2,1.65,22
101725,2026-05-05 22:00:00,10.0.0.30,Workstation,2,1.24,22
101726,2026-05-04 23:13:00,192.168.1.86,Server,1,3.26,23
101727,2026-05-05 15:50:00,203.0.113.34,IoT_Device,1,41.42,15
101728,2026-05-05 00:01:00,10.0.0.54,Server,1,0.31,0
101729,2026-05-03 00:28:00,192.168.1.161,Server,2,3.35,0
101730,2026-05-05 05:22:00,10.0.0.249,IoT_Device,1,3.27,5
101731,2026-05-05 04:22:00,10.0.0.97,Server,1,1.05,4
101732,2026-05-06 05:59:00,192.168.1.90,Gateway,1,3.31,5
101733,2026-05-02 21:57:00,192.168.1.50,Server,1,0.31,21
101734,2026-05-05 11:35:00,192.168.1.66,Gateway,3,26.95,11
101735,2026-05-02 08:34:00,203.0.113.14,Workstation,1,35.37,8
101736,2026-05-06 18:40:00,192.168.1.229,Server,1,3.68,18
101737,2026-05-02 17:40:00,192.168.1.123,Gateway,3,4.64,17
101738,2026-05-02 07:09:00,192.168.1.141,Gateway,1,4.75,7
101739,2026-05-03 17:21:00,192.168.1.120,Workstation,1,39.21,17
101740,2026-05-02 22:33:00,10.0.0.148,Gateway,2,2.61,22
101741,2026-05-05 13:09:00,192.168.1.15,Server,1,35.71,13
101742,2026-05-04 04:41:00,192.168.1.18,IoT_Device,2,2.76,4
101743,2026-05-05 23:06:00,10.0.0.174,IoT_Device,2,1.56,23
101744,2026-05-06 16:05:00,192.168.1.134,Server,1,5.65,16
101745,2026-05-06 10:37:00,10.0.0.225,Server,3,5.93,10
101746,2026-05-05 18:45:00,192.168.1.88,Workstation,2,13.48,18
101747,2026-05-02 12:22:00,192.168.1.187,Workstation,3,3.4,12
101748,2026-05-02 21:13:00,192.168.1.187,Gateway,2,3.78,21
101749,2026-05-03 05:19:00,10.0.0.70,Server,1,0.31,5
101750,2026-05-03 19:05:00,203.0.113.24,Workstation,2,2.27,19
101751,2026-05-05 10:29:00,192.168.1.102,IoT_Device,3,24.28,10
101752,2026-05-04 18:34:00,192.168.1.161,Server,2,26.28,18
101753,2026-05-03 17:53:00,10.0.0.216,Gateway,3,48.01,17
101754,2026-05-03 01:29:00,192.168.1.141,Workstation,2,4.73,1
101755,2026-05-06 15:58:00,192.168.1.85,IoT_Device,2,37.57,15
101756,2026-05-03 21:20:00,192.168.1.73,Workstation,1,3.02,21
101757,2026-05-03 22:46:00,192.168.1.157,Server,1,1.55,22
101758,2026-05-05 23:46:00,10.0.0.143,Gateway,1,3.6,23
101759,2026-05-05 17:51:00,203.0.113.50,Gateway,2,40.53,17
101760,2026-05-05 08:48:00,10.0.0.205,Gateway,1,4.22,8
101761,2026-05-05 14:44:00,203.0.113.20,Server,1,1.35,14
101762,2026-05-05 05:01:00,192.168.1.50,Gateway,1,1.49,5
101763,2026-05-03 03:58:00,192.168.1.55,IoT_Device,1,4.0,3
101764,2026-05-03 10:23:00,192.168.1.161,Server,1,14.43,10
101765,2026-05-04 23:05:00,192.168.1.15,IoT_Device,1,0.54,23
101766,2026-05-03 07:54:00,192.168.1.73,Server,2,0.85,7
101767,2026-05-07 00:03:00,10.0.0.128,Server,2,2.92,0
101768,2026-05-03 16:32:00,192.168.1.107,Server,3,5.28,16
101769,2026-05-03 15:33:00,192.168.1.128,Workstation,1,25.93,15
101770,2026-05-03 05:57:00,10.0.0.201,Server,1,0.38,5
101771,2026-05-05 16:45:00,10.0.0.228,Workstation,2,21.4,16
101772,2026-05-03 18:59:00,10.0.0.39,Gateway,1,37.01,18
101773,2026-05-03 22:46:00,10.0.0.43,Server,1,0.41,22
101774,2026-05-06 19:59:00,192.168.1.107,Workstation,1,3.77,19
101775,2026-05-06 03:42:00,192.168.1.88,Server,1,2.77,3
101776,2026-05-03 13:58:00,192.168.1.197,Workstation,1,43.71,13
101777,2026-05-02 20:03:00,192.168.1.77,Gateway,9,1806.55,20
